YEAR,RESP_PIT_ID,SITUATION,B_PA,B_AB,B_H,B_TB,B_2B,B_3B,B_HR,B_HR4,B_RBI,B_BB,B_IBB,B_SO,B_GDP,B_HP,B_SH,B_SF,B_XI
2014,abadf001,empty,142,132,26,40,2,0,4,0,4,7,0,30,0,3,0,0,0
2014,abadf001,loaded,11,8,1,1,0,0,0,0,4,1,0,2,1,1,0,1,0
2014,abadf001,menon,74,62,8,9,1,0,0,0,6,8,3,21,6,1,1,2,0
2014,abadf001,scoring,40,30,3,3,0,0,0,0,6,7,3,14,1,1,0,2,0
2014,aceva001,empty,45,42,14,27,4,0,3,0,3,2,0,8,0,1,0,0,0
2014,aceva001,menon,40,38,9,18,0,0,3,0,12,2,0,8,1,0,0,0,0
2014,aceva001,scoring,19,19,6,12,0,0,2,0,10,0,0,4,0,0,0,0,0
2014,achta001,empty,26,25,7,11,1,0,1,0,1,1,0,3,0,0,0,0,0
2014,achta001,loaded,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2014,achta001,menon,23,21,7,13,1,1,1,0,6,2,0,2,0,0,0,0,0
2014,achta001,scoring,13,11,2,4,0,1,0,0,4,2,0,1,0,0,0,0,0
2014,adama001,empty,19,18,4,4,0,0,0,0,0,1,0,3,0,0,0,0,0
2014,adama001,menon,11,11,5,11,3,0,1,0,6,0,0,1,1,0,0,0,0
2014,adama001,scoring,4,4,2,6,1,0,1,0,5,0,0,0,0,0,0,0,0
2014,adamm001,empty,34,31,9,15,1,1,1,0,1,3,0,7,0,0,0,0,0
2014,adamm001,loaded,3,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2014,adamm001,menon,45,38,7,9,2,0,0,0,3,5,1,14,2,0,2,0,0
2014,adamm001,scoring,28,22,3,4,1,0,0,0,3,5,1,8,2,0,1,0,0
2014,adcon001,empty,14,11,4,11,1,0,2,0,2,2,0,3,0,1,0,0,0
2014,adcon001,loaded,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,adcon001,menon,31,27,7,7,0,0,0,0,8,3,0,6,3,1,0,0,0
2014,adcon001,scoring,21,18,5,5,0,0,0,0,8,2,0,4,2,1,0,0,0
2014,affej001,empty,133,120,19,25,4,1,0,0,0,10,0,24,0,3,0,0,0
2014,affej001,loaded,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
2014,affej001,menon,92,85,28,37,6,0,1,0,17,4,1,17,6,1,1,1,0
2014,affej001,scoring,52,47,13,15,2,0,0,0,13,2,1,11,4,1,1,1,0
2014,albem001,empty,20,16,5,7,2,0,0,0,0,3,0,0,0,1,0,0,0
2014,albem001,loaded,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0
2014,albem001,menon,22,22,5,6,1,0,0,0,3,0,0,8,1,0,0,0,0
2014,albem001,scoring,14,14,1,1,0,0,0,0,2,0,0,7,1,0,0,0,0
2014,albua001,empty,121,109,26,42,1,0,5,0,5,10,0,33,0,2,0,0,0
2014,albua001,loaded,8,6,2,2,0,0,0,0,6,1,0,1,0,0,0,1,0
2014,albua001,menon,115,101,20,30,2,1,2,0,18,11,1,30,3,1,0,2,0
2014,albua001,scoring,65,55,11,20,1,1,2,0,17,8,1,15,0,0,0,2,0
2014,allec002,empty,149,135,22,41,7,0,4,0,4,14,0,50,0,0,0,0,0
2014,allec002,loaded,11,9,2,3,1,0,0,0,5,0,0,3,2,0,0,2,0
2014,allec002,menon,130,113,26,41,6,0,3,0,20,12,5,41,6,1,2,2,0
2014,allec002,scoring,86,72,13,24,2,0,3,0,20,11,5,31,4,1,0,2,0
2014,alvad001,empty,2,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2014,alvad001,menon,6,6,2,5,0,0,1,0,3,0,0,1,0,0,0,0,0
2014,alvad001,scoring,5,5,2,5,0,0,1,0,3,0,0,1,0,0,0,0,0
2014,alvah001,empty,447,425,123,172,23,1,8,0,8,18,0,64,0,4,0,0,0
2014,alvah001,loaded,13,12,4,4,0,0,0,0,8,0,0,2,2,0,0,1,0
2014,alvah001,menon,325,295,75,105,12,0,6,0,48,15,3,47,23,4,7,4,0
2014,alvah001,scoring,175,153,32,41,6,0,1,0,35,14,3,28,9,4,0,4,0
2014,alvaj003,loaded,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0
2014,alvaj003,menon,3,3,1,1,0,0,0,0,2,0,0,1,0,0,0,0,0
2014,alvaj003,scoring,3,3,1,1,0,0,0,0,2,0,0,1,0,0,0,0,0
2014,alvar001,empty,12,8,0,0,0,0,0,0,0,3,0,5,0,1,0,0,0
2014,alvar001,loaded,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2014,alvar001,menon,21,18,3,3,0,0,0,0,3,2,1,4,0,0,0,1,0
2014,alvar001,scoring,16,13,2,2,0,0,0,0,3,2,1,4,0,0,0,1,0
2014,ambrh001,empty,3,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
2014,ambrh001,menon,6,6,2,2,0,0,0,0,1,0,0,1,1,0,0,0,0
2014,ambrh001,scoring,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2014,andeb004,empty,108,103,25,33,6,1,0,0,0,5,0,18,0,0,0,0,0
2014,andeb004,loaded,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2014,andeb004,menon,72,62,19,28,6,0,1,0,15,8,3,11,6,0,1,1,0
2014,andeb004,scoring,41,35,10,12,2,0,0,0,11,5,3,8,2,0,0,1,0
2014,andec001,empty,279,255,70,117,12,4,9,0,9,22,0,57,0,2,0,0,0
2014,andec001,loaded,5,4,1,1,0,0,0,0,3,0,0,0,0,0,0,1,0
