YEAR,RESP_PIT_ID,SITUATION,B_PA,B_AB,B_H,B_TB,B_2B,B_3B,B_HR,B_HR4,B_RBI,B_BB,B_IBB,B_SO,B_GDP,B_HP,B_SH,B_SF,B_XI
1996,abboj001,empty,349,304,80,132,22,0,10,0,10,44,0,32,0,1,0,0,0
1996,abboj001,loaded,23,18,7,14,1,0,2,2,26,2,0,2,1,0,0,3,0
1996,abboj001,menon,305,254,91,150,14,3,13,2,101,34,3,26,17,3,4,10,0
1996,abboj001,scoring,201,163,57,89,8,0,8,2,85,24,3,21,8,2,2,10,0
1996,abbok001,empty,9,8,5,12,2,1,1,0,1,1,0,0,0,0,0,0,0
1996,abbok001,loaded,3,2,1,1,0,0,0,0,3,1,0,0,0,0,0,0,0
1996,abbok001,menon,17,12,5,5,0,0,0,0,7,4,0,3,0,0,1,0,0
1996,abbok001,scoring,14,11,5,5,0,0,0,0,7,3,0,3,0,0,0,0,0
1996,acrem001,empty,54,51,21,36,3,0,4,0,4,1,0,9,0,2,0,0,0
1996,acrem001,loaded,5,4,3,6,1,1,0,0,8,1,0,0,0,0,0,0,0
1996,acrem001,menon,70,61,17,26,5,2,0,0,17,8,4,9,2,0,1,0,0
1996,acrem001,scoring,44,36,11,17,2,2,0,0,15,8,4,4,1,0,0,0,0
1996,adamj001,empty,19,17,9,16,3,2,0,0,0,2,0,3,0,0,0,0,0
1996,adamj001,loaded,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1996,adamj001,menon,37,28,9,12,0,0,1,0,8,5,0,4,2,1,2,1,0
1996,adamj001,scoring,23,17,6,9,0,0,1,0,8,3,0,2,1,1,1,1,0
1996,adamt001,empty,230,210,51,73,5,1,5,0,5,20,0,52,0,0,0,0,0
1996,adamt001,loaded,16,14,6,7,1,0,0,0,12,1,0,2,0,0,0,1,0
1996,adamt001,menon,193,153,33,46,8,1,1,0,31,29,6,26,14,1,7,3,0
1996,adamt001,scoring,122,93,19,23,2,1,0,0,27,22,6,16,8,1,3,3,0
1996,adamw001,empty,190,172,44,64,3,1,5,0,5,16,0,38,0,2,0,0,0
1996,adamw001,loaded,3,3,1,4,0,0,1,1,4,0,0,2,0,0,0,0,0
1996,adamw001,menon,139,124,32,56,4,1,6,1,28,7,3,30,5,3,3,2,0
1996,adamw001,scoring,75,68,14,24,1,0,3,1,20,3,3,21,2,2,0,2,0
1996,aguir001,empty,286,277,73,126,21,1,10,0,10,7,0,54,0,2,0,0,0
1996,aguir001,loaded,8,8,3,4,1,0,0,0,7,0,0,1,0,0,0,0,0
1996,aguir001,menon,198,173,51,96,13,1,10,0,53,20,1,29,5,1,1,3,0
1996,aguir001,scoring,127,106,31,60,8,0,7,0,46,17,1,18,4,1,0,3,0
1996,albej001,empty,16,15,7,11,1,0,1,0,1,1,0,1,0,0,0,0,0
1996,albej001,loaded,4,2,1,2,1,0,0,0,5,1,0,0,1,0,0,1,0
1996,albej001,menon,30,23,7,11,2,1,0,0,8,6,1,1,2,0,0,1,0
1996,albej001,scoring,22,15,4,8,2,1,0,0,8,6,1,1,1,0,0,1,0
1996,aldrm001,menon,4,3,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
1996,aldrm001,scoring,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1996,aldrs001,empty,401,368,98,170,31,1,13,0,13,29,0,65,0,4,0,0,0
1996,aldrs001,loaded,20,17,8,12,1,0,1,1,19,1,0,0,1,0,0,2,0
1996,aldrs001,menon,347,292,96,159,13,1,16,1,100,39,4,46,12,2,7,7,0
1996,aldrs001,scoring,215,176,57,92,6,1,9,1,86,27,4,31,6,1,4,7,0
1996,alexm001,empty,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996,alexm001,loaded,5,1,1,4,0,0,1,1,8,3,0,0,0,0,0,1,0
1996,alexm001,menon,6,1,1,4,0,0,1,1,8,4,0,0,0,0,0,1,0
1996,alexm001,scoring,6,1,1,4,0,0,1,1,8,4,0,0,0,0,0,1,0
1996,alstg001,empty,11,10,5,8,0,0,1,0,1,1,0,2,0,0,0,0,0
1996,alstg001,menon,19,14,4,8,2,1,0,0,6,2,0,3,1,1,0,2,0
1996,alstg001,scoring,11,9,3,6,1,1,0,0,6,0,0,2,0,0,0,2,0
1996,alvat001,empty,51,48,9,11,2,0,0,0,0,2,0,6,0,1,0,0,0
1996,alvat001,loaded,7,5,2,2,0,0,0,0,5,2,0,0,1,0,0,0,0
1996,alvat001,menon,45,33,10,11,1,0,0,0,9,10,1,3,1,0,2,0,0
1996,alvat001,scoring,31,20,5,6,1,0,0,0,9,10,1,2,1,0,1,0,0
1996,alvaw001,empty,514,460,126,196,32,1,12,0,12,52,0,96,0,2,0,0,0
1996,alvaw001,loaded,19,17,5,9,1,0,1,1,15,1,0,5,2,0,0,1,0
1996,alvaw001,menon,432,378,90,146,27,1,9,1,83,45,3,85,18,2,5,2,0
