YEAR,RESP_BAT_ID,SITUATION,B_PA,B_AB,B_H,B_TB,B_2B,B_3B,B_HR,B_HR4,B_RBI,B_BB,B_IBB,B_SO,B_GDP,B_HP,B_SH,B_SF,B_XI
1981,adamg101,empty,123,114,27,33,3,0,1,0,1,9,0,18,0,0,0,0,0
1981,adamg101,loaded,8,7,4,5,1,0,0,0,9,1,0,0,2,0,0,0,0
1981,adamg101,menon,120,106,19,29,7,0,1,0,23,11,4,8,10,0,0,2,1
1981,adamg101,scoring,73,64,12,17,5,0,0,0,20,7,4,5,5,0,0,2,0
1981,agual001,empty,46,39,7,11,1,0,1,0,1,5,0,6,0,2,0,0,0
1981,agual001,loaded,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1981,agual001,menon,48,45,11,14,3,0,0,0,6,1,0,9,0,0,2,0,0
1981,agual001,scoring,26,25,4,6,2,0,0,0,5,1,0,6,0,0,0,0,0
1981,aikew001,empty,215,183,51,91,7,0,11,0,11,30,0,31,0,2,0,0,0
1981,aikew001,loaded,11,10,2,3,1,0,0,0,5,1,0,1,1,0,0,0,0
1981,aikew001,menon,204,166,42,69,9,0,6,0,42,32,12,16,11,1,0,5,0
1981,aikew001,scoring,139,106,21,31,7,0,1,0,31,27,12,14,4,1,0,5,0
1981,aingd101,empty,166,148,24,28,4,0,0,0,0,18,0,31,0,0,0,0,0
1981,aingd101,loaded,3,3,2,2,0,0,0,0,4,0,0,0,0,0,0,0,0
1981,aingd101,menon,109,98,22,28,2,2,0,0,14,5,1,10,5,1,4,1,0
1981,aingd101,scoring,59,53,10,12,0,1,0,0,13,4,1,5,1,0,1,1,0
1981,alexd001,empty,33,32,6,9,3,0,0,0,0,1,0,8,0,0,0,0,0
1981,alexd001,loaded,4,3,1,2,1,0,0,0,4,0,0,0,1,0,0,1,0
1981,alexd001,menon,25,19,3,4,1,0,0,0,6,1,0,4,2,0,4,1,0
1981,alexd001,scoring,14,11,3,4,1,0,0,0,6,0,0,1,2,0,2,1,0
1981,alexg101,empty,26,24,5,7,2,0,0,0,0,2,0,7,0,0,0,0,0
1981,alexg101,menon,25,23,5,12,2,1,1,0,6,1,0,5,1,0,0,1,0
1981,alexg101,scoring,14,12,1,3,0,1,0,0,2,1,0,4,0,0,0,1,0
1981,alexm101,empty,10,10,4,4,0,0,0,0,0,0,0,1,0,0,0,0,0
1981,alexm101,loaded,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1981,alexm101,menon,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1981,alexm101,scoring,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1981,alleg001,empty,95,77,17,27,4,0,2,0,2,17,0,20,0,1,0,0,0
1981,alleg001,loaded,2,2,2,6,1,0,1,1,6,0,0,0,0,0,0,0,0
1981,alleg001,menon,69,62,14,27,4,0,3,1,23,6,0,13,6,0,0,1,0
1981,alleg001,scoring,47,42,13,23,4,0,2,1,21,4,0,9,2,0,0,1,0
1981,allek101,empty,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1981,allen001,empty,4,4,1,3,0,1,0,0,0,0,0,3,0,0,0,0,0
1981,allen001,menon,3,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0
1981,allen001,scoring,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1981,almob001,empty,241,225,66,82,8,1,2,0,2,14,0,39,0,2,0,0,0
1981,almob001,loaded,8,8,4,4,0,0,0,0,7,0,0,2,0,0,0,0,0
1981,almob001,menon,136,124,39,49,2,1,2,0,39,7,0,21,4,0,2,3,0
1981,almob001,scoring,84,78,29,39,2,1,2,0,39,3,0,15,1,0,0,3,0
1981,andej001,empty,101,92,15,23,2,0,2,0,2,9,0,18,0,0,0,0,0
1981,andej001,loaded,4,3,2,2,0,0,0,0,4,1,0,0,0,0,0,0,0
1981,andej001,menon,80,70,18,23,5,0,0,0,17,8,0,11,4,1,1,0,0
1981,andej001,scoring,48,41,12,14,2,0,0,0,15,6,0,7,1,1,0,0,0
1981,anduj001,empty,12,11,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0
1981,anduj001,menon,14,12,0,0,0,0,0,0,0,0,0,8,0,0,2,0,0
1981,anduj001,scoring,8,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
1981,armat001,empty,256,247,58,111,10,2,13,0,13,7,0,67,0,2,0,0,0
1981,armat001,loaded,12,10,6,9,1,1,0,0,13,1,0,0,0,0,0,1,0
1981,armat001,menon,206,193,57,100,14,1,9,0,63,12,6,48,6,0,0,1,0
1981,armat001,scoring,113,103,35,62,10,1,5,0,52,9,6,24,2,0,0,1,0
