game.key,game.source,game.date,game.number,site.key,season.phase,team.alignment,team.key,opponent.key,R_G,R_W,R_L,R_T,B_G,B_PA,B_AB,B_R,B_H,B_TB,B_2B,B_3B,B_HR,B_HR4,B_RBI,B_GW,B_BB,B_IBB,B_SO,B_GDP,B_HP,B_SH,B_SF,B_SB,B_CS,B_XI,B_LOB,P_G,P_GS,P_CG,P_SHO,P_CSHO,P_GF,P_W,P_L,P_SV,P_OUT,P_TBF,P_AB,P_R,P_ER,P_H,P_TB,P_2B,P_3B,P_HR,P_HR4,P_BB,P_IBB,P_SO,P_GDP,P_HP,P_SH,P_SF,P_XI,P_WP,P_BK,P_IR,P_IRS,P_GO,P_AO,P_PITCH,P_STRIKE,F_G,F_OUT,F_TC,F_PO,F_A,F_E,F_DP,F_TP,F_PB
BOS191604120,box,1916-04-12,0,BOS07,R,1,BOS,PHA,1,1,0,0,1,,26,2,5,5,0,0,0,,2,,4,,4,,0,4,0,1,,,8,1,1,0,0,0,1,1,0,1,27,33,,1,0,4,,,,0,0,2,,6,,0,1,0,,0,0,,,,,,,1,27,41,27,13,1,0,0,0
BOS191604130,box,1916-04-13,0,BOS07,R,1,BOS,PHA,1,1,0,0,1,,32,8,9,9,0,0,0,,6,,10,,2,,0,0,0,5,,,10,1,1,0,0,0,1,1,0,1,27,36,,2,0,4,,,,0,0,5,,3,,0,0,0,,0,0,,,,,,,1,27,42,27,15,0,0,0,0
BOS191604150,box,1916-04-15,0,BOS07,R,1,BOS,PHA,1,1,0,0,1,,28,2,10,11,1,0,0,,2,,4,,5,,0,2,0,0,,,8,1,1,1,0,0,0,1,0,0,27,36,,1,0,4,4,0,0,0,0,3,,2,,0,2,0,,0,0,,,,,,,1,27,42,27,12,3,0,0,1
BOS191604170,box,1916-04-17,0,BOS07,R,1,BOS,WS1,1,1,0,0,1,,32,5,13,17,4,0,0,,5,,1,,3,,0,4,0,2,,,8,1,1,1,0,0,0,1,0,0,24,32,,1,0,8,8,0,0,0,0,2,,6,,1,0,0,,0,0,,,,,,,1,24,33,24,9,0,0,0,0
BOS191604180,box,1916-04-18,0,BOS07,R,1,BOS,WS1,1,0,1,0,1,,33,2,5,6,1,0,0,,2,,2,,5,,0,0,0,1,,,6,1,1,0,0,0,1,0,1,0,27,36,,4,0,7,,,,0,0,2,,7,,0,2,0,,1,0,,,,,,,1,27,46,27,18,1,0,0,1
BOS191604191,box,1916-04-19,1,BOS07,R,1,BOS,WS1,1,0,1,0,1,,32,2,7,11,2,1,0,,2,,4,,4,,0,0,0,3,,,7,1,1,1,0,0,0,0,1,0,27,33,,3,0,6,8,2,0,0,0,2,,2,,0,0,0,,0,0,,,,,,,1,27,41,27,12,2,1,0,0
BOS191604192,box,1916-04-19,2,BOS07,R,1,BOS,WS1,1,1,0,0,1,,26,2,6,10,2,1,0,,2,,4,,2,,0,2,0,0,,,6,1,1,1,1,0,0,1,0,0,27,32,,0,0,3,4,1,0,0,0,3,,4,,0,2,0,,0,0,,,,,,,1,27,38,27,11,0,1,0,0
PHA191604200,box,1916-04-20,0,PHI11,R,0,BOS,PHA,1,1,0,0,1,,34,7,12,14,0,1,0,,6,,2,,4,,1,3,0,1,,,6,1,1,1,0,0,0,1,0,0,27,35,,1,0,5,5,0,0,0,0,3,,5,,0,0,0,,1,0,,,,,,,1,27,41,27,12,2,0,0,0
PHA191604210,box,1916-04-21,0,PHI11,R,0,BOS,PHA,1,0,1,0,1,,29,1,4,4,0,0,0,,1,,3,,2,,0,1,0,0,,,5,1,1,0,0,0,1,0,1,0,24,35,,3,0,12,,,,0,0,0,,4,,0,2,0,,0,0,,,,,,,1,24,36,24,12,0,0,0,0
PHA191604220,box,1916-04-22,0,PHI11,R,0,BOS,PHA,1,0,1,0,1,,36,2,8,9,1,0,0,,2,,2,,4,,0,0,0,0,,,9,1,1,0,0,0,1,0,1,0,24,32,,6,0,5,,,,0,0,5,,0,,1,1,0,,1,0,,,,,,,1,24,42,24,18,0,0,0,0
